text,polarity,subjectivity
"ANGIOSPERMS (FLOWERING PLANTS): Flowering Plants are all included within the class Angiospermae.Today angiosperms are the dominant plant life, their survival helped bythe angiosperms' flowers (through pollination), fruit (by being carried tonew places), and seeds (which contain food to nourish the young plant).",0.1,0.4
"AIR MASS/DENSITY: Air mass/density is a fundamental property of atmosphere. Mixture of gases forming Earth's atmosphere, consisting of nitrogen (∼78%), oxygen (∼21%), water vapor, and other trace gases such as carbon dioxide, helium, argon, ozone, or various pollutants.The concentration of water vapor is very variable, being a strong function of temperature and, hence, altitude in the atmosphere. Dry air is referred to as air from which measurable amounts of water vapor have been physically removed. Pure, dry air has a density of 1.293 kg m−3 at a temperature of 273 K and a pressure of 101.325 kPa. Apart from the variability of water vapor, the composition of air is essentially constant to an altitude of at least 50 km.",0.0262987012987013,0.4531385281385281
"SEDIMENT THICKNESS: The sediment thickness at any location on the continental margin is the vertical distance from the sea floor to the top of the basement at the base of the sediments, regardless of the slope of the sea floor or the slope of the top basement surface.",0.06666666666666665,0.6666666666666666
"SEDIMENTS: Naturally occurring material that is broken down by processes of weathering and erosion, and is subsequently transported by the action of wind, water, or ice, and/or by the force of gravity acting on the particles. For example, sand and silt can be carried in suspension in river water and on reaching the sea be deposited by sedimentation and if buried this may eventually become sandstone and siltstone, (sedimentary rocks).",-0.05925925925925927,0.20648148148148152
"MICROFOSSILS: Microfossils are fossils too small to be seen without the aid of a microscope, e.g., a foraminifer or ostracode. It may be the remains of microscopic organisms or a part of a larger orgnaism.",-0.125,0.45
"BARRIER ISLANDS: A coastal landform and a type of barrier system, are relatively narrow strips of sand that parallel the mainland coast. They usually occur in chains, consisting of anything from a few islands to more than a dozen.",-0.030000000000000006,0.25
RADIO BLACKOUTS: Conditions in which long distance radio communications is poor to propagate toseverely blocked.,-0.225,0.5
SOILS: The range of dynamic natural bodies composed of  mineral and organicmaterials and living forms in which plants grow.,0.05,0.2833333333333333
"SURFACE TEMPERATURE: In meteorology, the temperature of the ambient air near the surface of the earth, almost invariably determined by a thermometer in an instrument shelter.",0.1,0.4
"INLETS: A narrow body of water between islands or leading inland from a larger body of water, often leading to an enclosed body of water, such as a sound, bay, lagoon or marsh. In sea coasts an inlet usually refers to the actual connection between a bay and the ocean and is often called an 'entrance' or a recession in the shore of a sea, lake or river.",-0.008333333333333331,0.35833333333333334
"MARINE ADVISORIES: Reports providing information on changes in environmental factors includingwarnings of potential threat to life, property, resources, and/or theenvironment arising from hazards in and around navigable water.",0.0,1.0
ICE NUCLEI: Any particle that serves as a nucleus leading to the formation of ice crystals without regard to the particular physical processes involved in the nucleation.,0.08333333333333333,0.23809523809523808
SOLAR ACTIVITY: Any change in the sun's appearance or behavior. The sun's activity,0.0,0.0
"is described as being very low, low, moderate, high or very high.",0.0736,0.5264
"Solar activity changes over a period of, on average, 11 years. At",-0.15,0.39999999999999997
"solar maximum, the solar activity is high and so too the Extreme",0.0175,0.77
Ultraviolet (EUV) radiation output which affects the ionosphere. At solar,0.0,0.0
"minimum, the opposite is true.",0.175,0.325
"SHORELINES: The fringe of land at the edge of a large body of water, such as an ocean, sea, or lake. In Physical Oceanography a shore is the wider fringe that is geologically modified by the action of the body of water past and present, while the beach is at the edge of the shore, representing the intertidal zone where there is one. is the fringe of land at the edge of a large body of water, such as an ocean, sea, or lake. In Physical Oceanography a shore is the wider fringe that is geologically modified by the action of the body of water past and present, while the beach is at the edge of the shore, representing the intertidal zone where there is one.",0.010714285714285713,0.23690476190476192
FLUVIAL PROCESSES: The physical interaction of flowing water and the natural channels of rivers and streams. Such processes play an essential and conspicuous role in the denudation of land surfaces and the transport of rock detritus from higher to lower levels.,0.06999999999999999,0.3685714285714286
SOUNDS: A wide inlet of the sea or ocean that is parallel to the coastline; it often separates a coastline from a nearby island.,-0.05,0.2
SOLAR WINDS: The ionized atmosphere above the solar surface that has such a high temperatureit can overcome the Sun's gravity and expand outward at supersonic speeds.,0.05333333333333334,0.37999999999999995
ADVECTION: Refers to the transport of salt within the ocean.,0.0,0.0
TOTAL FREEZING RAIN ACCUMULATION: Total freezing rain accumulated from a freezing rain event.,0.0,0.75
"SEA LEVEL ANOMALY: A sea level anomaly reveals the regional extent of anomalous water levels in the coastal ocean which can indicate unusual water temperatures, salinities, average monthly winds, atmospheric pressures, and/or coastal currents. A sea level anomaly, as defined by NOAA's National Ocean Service, occurs when the 5-month running average of the interannual variation is at least 0.1 meters (4 inches) greater than or less than the long-term trend. The interannual variation is the monthly mean sea level after the trend and the average seasonal cycle are removed.",-0.0587962962962963,0.4282407407407407
WATER MASSES: A large body of seawater identified by its temperature and salinity.,0.21428571428571427,0.42857142857142855
STRATIGRAPHIC SEQUENCE: A chronological succession of sedimentary rocks.,0.0,0.0
"SEDIMENT TRANSPORT: The movement of solid particles (sediment), typically due to a combination of the force of gravity acting on the sediment, and/or the movement of the fluid in which the sediment is entrained. An understanding of sediment transport is typically used in natural systems, where the particles are clastic rocks (sand, gravel, boulders, etc.), mud, or clay; the fluid is air, water, or ice; and the force of gravity acts to move the particles due to the sloping surface on which they are resting.",-0.03958333333333333,0.24375000000000002
"ELECTRICITY: Associated with the use, production, or transmission of electric power.",0.0,0.0
"APRON REEF: A short reef resembling a fringing reef, but more sloped; extending out and downward from a point or peninsular shore.",0.25,0.4
ICEBERGS: A piece of ice that has broken off from the end of a glacier that terminates inwater. Only about 10 percent of its mass is above the surface of the water.,-0.13333333333333333,0.5
SEA STATE: A measure of the roughness of the sea surface; a scale of surfacewave conditions related to the speed of wind.,0.0,0.4
WAVE HEIGHT: Vertical distance between a wave crest and the adjacent wave troughs.,0.0,0.0
STRATIGRAPHIC SEQUENCE: A chronological succession of sedimentary rocks .,0.0,0.0
STRATIGRAPHIC SEQUENCE: A set of deposited sedimentary beds that reflects the depositional environment of those beds and the geologic history of a region. A stratigraphic sequence is a chronologic succession of sedimentary rocks from older below to younger above without interruption.,0.05555555555555555,0.14444444444444446
"ACTIVE LAYER: Active layer, also called frost zone or mollisol is that part of the soil included with the suprapermafrost layer (i.e., existing above permafrost) that usually freezes in winter and thaws in summer.",-0.12916666666666665,0.3875
LAND SURFACE/AGRICULTURE INDICATORS: A set of parameters including topography and the heat-island effect that describe the changing climate on the land surface and agriculture lands.,0.0,0.0
"CLIMATE INDICATORS: Climate Indicators are a set of parameters that describe the changing climate without reducing climate change to only temperature. They comprise key information for the most relevant domains of climate change: temperature and energy, atmospheric composition, ocean and water as well as the cryosphere.",0.18,0.6799999999999999
MODEL LOGS: Model configurations / inputs / outputs / logs for ancillary models,0.0,0.0
SPECIES DISTRIBUTION: Species distributions are typically represented by records of their observed occurrence at a given spatial and temporal scale,-0.16666666666666666,0.5
"DATA APPLICATION SERVICES: Services that are designed to support Clients, especially thin client software such as web browsers. That is, these Application Services are designed for use by clients instead of each client directly performing these often-needed support functions. The services in the Application Services tier are used by Clients, and can use other services in the Application Services, Processing Services, and Information Management Services tiers.",-0.20625000000000002,0.56875
"GEOGRAPHIC DATA MANAGEMENT SERVICES: Services that allow a user to manage geospatial data input and retirement,interacting with Information Management Services.",0.0,0.0
"STRATOSPHERIC TEMPERATURE ANOMALIES: Refers to temperature anomalies in the stratosphere. A temperature anomaly means a departure from a reference value or long-term average. A positive anomaly indicates that the observed temperature was warmer than the reference value, while a negative anomaly indicates that the observed temperature was cooler than the reference value.",-0.07424242424242423,0.44848484848484843
"GLACIAL STRIATION: Scratches or gouges cut into bedrock by glacial abrasion. Glacial striations are usually multiple, straight, and parallel, representing the movement of the glacier using rock fragments and sand grains, embedded in the base of the glacier, as cutting tools. Large amounts of coarse gravel and boulders carried along underneath the glacier provide the abrasive power to cut trough-like glacial grooves, and finer sediments also in the base of the moving glacier further scour and polish the bedrock surface, forming a glacial pavement.",-0.19841269841269846,0.5253968253968253
MACROFOSSILS: Macrofossils are fossils large enough to be studied without the aid of a microscope. Macrofossils can indicate the range of plant or animal species in the past.,-0.01190476190476191,0.39285714285714285
"OCEAN/LAKE RECORDS: Paleoclimatic information can be inferred from biogenic material in ocean sediments, oxygen isotopic analyses of sea water (via deep sea cores), coral growth, inorganic material such as from weathering and erosion, lake levels and glacial varves, and ocean circulation changes as a result of glacial-interglacial cycles.",0.0,0.45
LAVA COMPOSITION/TEXTURE: The composition and texture of molten rock outside of the Earth's crust.,0.0,0.05
"FRESH WATER RIVER DISCHARGE: discharge is the volume rate of water flow, including any suspended solids (i.e. sediment), dissolved chemical species (i.e. CaCO3(aq)) and/or biologic material (i.e. diatoms), which is transported through a given cross-sectional area.",0.3,0.5
"GLACIAL STRIATION: Scratches or gouges cut into bedrock by glacial abrasion. Glacial striations are usually multiple, straight, and parallel, representing the movement of the glacier using rock fragments and sand grains, embedded in the base of the glacier, as cutting tools. Large amounts of coarse gravel and boulders carried along underneath the glacier provide the abrasive power to cut trough-like glacial grooves, and finer sediments also in the base of the moving glacier further scour and polish the bedrock surface, forming a glacial pavement.",-0.19841269841269846,0.5253968253968253
"ICE DEFORMATION: Ice that has been squeezed together, and in places, forced upwards",-0.30000000000000004,0.2
"and downwards. Some subdivisions of deformed ice are rafted ice, ridged",0.0,0.0
"ice, and hummocked ice.",0.0,0.0
SURFACE WINDS: The wind measured at a surface observing station.,0.0,0.0
"HOGS/PIGS: Phylum Chordata. Class Mammalia. Order Artiodactyla. Family Suidae are omnivores, even toed-ungulates with a large head and a long strengthened snout. Hog is a common name for domestic pig weighing more than 120lbs.",0.07285714285714286,0.38571428571428573
ICE SHEETS: A continuous sheet of land ice that covers a very large area and moves outward,0.2785714285714286,0.5571428571428572
in many directions.,0.5,0.5
"This type of ice mass is so thick as to mask the land surface contours, in",-0.30000000000000004,0.475
contrast to the smaller and thinner highland ice. The continental glacier of,0.0,0.5
Greenland is sometimes called the Inland Ice. This term is often used to,0.0,0.0
describe the great ice masses that characterized the ice ages.,0.8,0.75
ICE STORMS: (Also called silver storm.) A storm characterized by a fall of freezing liquid precipitation.,-0.75,1.0
"CHLOROPHYLL CONCENTRATION: The concentration of chlorophyll is a proxy for the number of photosynthetic plankton, or phytoplankton, present in the ocean. Phytoplankton populations are influenced by climatic factors such as sea surface temperatures and winds.",0.0,0.25
CONVECTION: The circulatory vertical motion in a fluid medium (ocean water) owing tothe variation of its density and the action of gravity.,0.05,0.1
24 HOUR PRECIPITATION AMOUNT: The amount of precipitation collected and measured at a weather observing site during a 24 hour period.,0.0,0.0
PACIFIC/NORTH AMERICAN (PNA) PATTERN: The PNA pattern is one of the most prominent modes of low-frequency,0.3333333333333333,0.5
"variability in the Northern Hemisphere extratropics, appearing in all",0.0,0.0
months except June and July. The PNA pattern reflects a quadripole,0.0,0.0
"pattern of height anomalies, with anomalies of similar sign located",0.0,0.4
south of the Aleutian Islands and over the southeastern United,0.0,0.0
States. Anomalies with sign opposite to the Aleutian center are,-0.05,0.05
"located in the vicinity of Hawaii, and over the intermountain region",0.0,0.0
of North America (central Canada) during the Winter and Fall (Spring).,0.0,0.25
"ESTUARIES: Estuaries form a transition zone between river environments and ocean environments and are subject to both marine influences, such as tides, waves, and the influx of saline water; and riverine influences, such as flows of fresh water and sediment. The inflow of both seawater and freshwater provide high levels of nutrients in both the water column and sediment, making estuaries among the most productive natural habitats in the world",0.1276190476190476,0.46761904761904755
FRINGING REEF: One of the three main types of coral reefs recognized by most coral reef scientists. It is distinguished from the other two main types (barrier reefs and atolls) in that has either an entirely shallow backreef zone (lagoon) or none at all.,0.07499999999999998,0.4083333333333333
"STRATOCUMULUS LENTICULARIS: (Or lenticular cloud.) A cloud species the elements of which have the form of more or less isolated, generally smooth lenses or almonds; the outlines are sharp and sometimes show irisation.These clouds appear most often in formations of orographic origin, the result of lee waves, in which cases they remain nearly stationary with respect to the terrain (standing cloud), but they also occur in regions without marked orography. This species is found mainly in the genera cirrocumulus, altocumulus, and (rarely) stratocumulus. Altocumulus lenticularis differs from cirrocumulus lenticularis in that, when smooth and without elements, it has shadowed parts while the latter is very white throughout. When undulated or subdivided, the altocumulus species differs from stratocumulus lenticularis in that its elements subtend an angle of less than 5° when viewed at an angle of more than 30° above the horizon.",0.10989583333333332,0.4197916666666666
SUBALPINE: Pertaining to high upland slopes and especially the zone just below the timberline.,0.08,0.77
"SOLAR RADIATION MANAGEMENT: Solar Radiation Management (SRM) refers to the intentional modification of the Earth’s shortwave radiative budget with the aim to reduce climate change according to a given metric (e.g., surface temperature, precipitation, regional impacts, etc).",0.0,0.0
"NUTRIENT PROFILES: Vertical profiles of nutrients in the ocean, such as nitrogen and phosphate.",0.0,0.5
ICE EXTENT: Pertaining to the geographical extent of ice on continental land masses.,0.0,0.0
"DROUGHT FREQUENCY: Drought frequency refers to the number of drought events that occur within a specified period of time. Drought frequency, duration, and severity are often used together as a means to describe and evaluate drought conditions in a given area (i.e., how often an area is affected by drought, how long is it affected, and how severely it is affected).",-0.05,0.4
CRUSTAL MOTION: Pertaining to the use of gravitational data in order to determine the relative motions of the Earth's crustal plates.,0.0,0.0
"ISOSTATIC ADJUSTMENTS: The rise of land masses that were depressed by the huge weight of ice sheets during the last glacial period, through a process known as isostasy.",0.20000000000000004,0.48333333333333334
LAKE EFFECT SNOW: Snowstorm occurring near or downwind from the shore of a lake resulting from the warming (destabilization) and moistening of relatively cold air during passage over a warm body of water.,0.033333333333333326,0.6666666666666666
RADIATIVE FLUX: The amount of radiation incident on a given surface per unit time.,0.0,0.0
"CARBON FOOTPRINT: Measure of the exclusive total amount of emissions of carbon dioxide(CO2) that is directly and indirectly caused by an activity or is accumulated over the life stages of a product. This term is often used in reference to greenhouse gas emissions attributable to persons,industries, or countries.",0.05,0.575
DRIZZLE: Precipitation consisting of numerous minute droplets of water less than 0.5 mm (500 micrometers) in diameter.,-0.08333333333333333,0.2833333333333333
FREEZING DRIZZLE: Drizzle that falls in liquid form but freezes upon impact to form a coating of glaze.,0.0,0.0
EXTRATROPICAL CYCLONE FREQUENCY: Number of extratropical cyclones per unit time.,0.0,0.0
DROUGHTS: A period of dry weather: a long period of extremely dry weather when there is not enough rain for the successful growing of crops or the replenishment of water supplies.,0.11333333333333333,0.61
ICE MOTION: Defined as the horizontal displacement of ice over an area.,0.0,0.0
TEMPERATURE INDICATORS: Refers to set of parameters that describe changing temperature over time.,0.0,0.0
OX-BOW LAKE: A u-shaped body of water formed when a wide meander from the main stem of a river is cut off to create a lake.,0.033333333333333326,0.3666666666666667
"POLYNYAS: Any non-linear shaped opening enclosed by ice. May contain brash ice and/orbe covered with new ice, nilas or young ice; sub-mariners refer to theseas skylights. Polynyas are important in the study of the energy budget ofthe polar ocean and local and regional climatology.",0.05883838383838385,0.5007575757575757
DROUGHTS: A period of abnormally dry weather sufficiently long enough to cause a serious hydrological imbalance.,-0.11249999999999999,0.5416666666666666
"FOLDS: A geological fold occurs when one or a stack of originally flat and planar surfaces, such as sedimentary strata, are bent or curved as a result of permanent deformation.",-0.0125,0.3125
ATMOSPHERIC/OCEAN INDICATORS: Information about the atmosphere's and ocean's state and health,0.0,0.0
"FIRE MANAGEMENT: Involves the management of wildland fires to restore and maintain the health of ecosystems. Fires are managed through a variety of methods that include prevention, suppression, managing wildfire for resource benefits, prescribed fires, and mechanical treatment of hazardous fuels.",0.6,0.9
"TREE RINGS: Tree Rings, also known as annual rings or growth rings, are a sheath ofcells appearing as one of a series of concentric rings in thecross-section of a woody stem.  Each ring is usually the result of asingle yearly growth flush starting in spring and ceasing in late summer.",-0.18333333333333335,0.31666666666666665
"ICE GROWTH/MELT: Melt of the ice can occur at various stages: puddle, thaw holes, dried ice, rotten ice, flodded ice, and frozen puddle. Developing sea ice (or growth) takes on the following stages: New Ice, Youg Ice, First-Year Ice, Old Ice. Lake Ice development goes through the following stages: New Lake Ice, Thin Lake Ice, Medium Lake Ice, Thick Lake Ice, and Very Thick Lake Ice.",-0.09172727272727274,0.4351590909090909
ESTUARINE WETLANDS: Areas of marsh grasses and reeds along coasts and estuaries where the groundis covered by high tides but drained at low tide.,0.08,0.41999999999999993
"CONTOUR MAPS: A map that contains contours, which are imaginary lines that connect points of equal value (e.g. elevation of the land surface).",0.0,0.25
"SIGMA NAUGHT: The conventional measure of the strength of radar signals reflected by a distributed scatterer, usually expressed in dB. It is a normalized dimensionless number, comparing the strength observed to that expected from an area of one square meter. Sigma naught is defined with respect to the nominally horizontal plane, and in general has a significant variation with incidence angle, wavelength, and polarization, as well as with properties of the scattering surface itself (see speckle, and statistics).",-0.013571428571428568,0.4764285714285714
HURRICANES (N. ATLANTIC/E. PACIFIC): null,0.0,0.0
"ELECTRICAL: The electrical nature of a material is characterized by its conductivity (or, inversely, its resistivity) and its dielectric constant, and coefficients that indicate the rates of change of these with temperature, frequency at which measurement is made, and so on. For rocks with a range of chemical composition as well as variable physical properties of porosity and fluid content, the values of electrical properties can vary widely.",-0.025,0.24404761904761904
EVEN-TOED UNGULATES: Phylum Chordata. Class Mammalia. Order Artiodactyla. Hoofed animals whose weight is evenly distributed by the third and fourth toes,0.0,0.0
"TURBIDITY: Measurement of the degree of scattering of light in water, related to the amount of suspended material in the water.",0.2,0.55
CHLOROPHYLL: The green pigment in plants responsible for absorbing the light energy required for photosynthesis.,0.15000000000000002,0.625
"Weather Forecast: An assessment of the future state of the atmosphere with respect to precipitation, clouds, winds, and temperature.Such assessments are usually made by government or private meteorologists, often using numerical simulations. Such simulations are the result of representing the atmosphere mathematically as a fluid in motion.See also numerical weather prediction.",-0.05,0.27
"AEROSOL FRACTION: The fraction of liquid phase, 1 - x, which, after flashing to the atmosphere, remains suspended as an aerosol.",0.0,0.0
"TOTAL RUNOFF: The total runoff is equal to the total precipitation less the losses caused by evapotranspiration, storage, and other such abtractions.",-0.041666666666666664,0.4916666666666667
U/V WIND COMPONENTS: Zonal (U) and Meridional (V) wind velocity.,0.0,0.0
"DROUGHT FREQUENCY: Drought frequency refers to the number of drought events that occur within a specified period of time. Drought frequency, duration, and severity are often used together as a means to describe and evaluate drought conditions in a given area (i.e., how often an area is affected by drought, how long is it affected, and how severely it is affected).",-0.05,0.4
"NUNATAKS: An exposed, often rocky element of a ridge, mountain, or peak not covered with ice or snow within (or at the edge of) an ice field or glacier. The term is typically used in areas where a permanent ice sheet is present. Nunataks present readily identifiable landmark reference points in glaciers or ice caps and are often named.",-0.016666666666666663,0.25
"FIRE WEATHER INDEX: A fire weather index relates wind, temperature, relative humidity, andprecipitation, to indicate conditions that influence fire starts, firebehavior, or fire suppression.",0.0,0.0
"ENTRAINMENT: The process by which surface sediment is incorporated into a fluid flow (such as air, water or even ice ) as part of the operation of erosion.",0.0,0.3
"SEDIMENTATION: The tendency for particles in suspension to settle out of the fluid in which they are entrained, and come to rest against a barrier.",0.0,0.1
"GLACIERS/ICE SHEETS: Glaciers are masses of land ice, formed by the further recrystallization of",0.0,0.5
"firn, flowing continuously from higher to lower elevations. Ice sheets are a",0.25,0.5
continuous sheet of land ice that covers a very large area and moves outward inmany directions. This type of ice mass is so thick as to mask the land surface,-0.010714285714285732,0.5160714285714285
"contours, in contrast to the smaller and thinner highland ice. The continental",0.0,0.5
glacier of Greenland is sometimes called the Inland Ice. This term is often,0.0,0.0
used to describe the great ice masses that characterized the ice ages.,0.8,0.75
COVERAGE GENERALIZATION SERVICES: Services that allow a user to interact with Processing services for coveragegeneralization.,0.0,0.0
ASH/DUST COMPOSITION: The matter and/or chemicals which constitutes ash/dust.,0.0,0.0
STRATIGRAPHIC SEQUENCE: A set of deposited sedimentary beds that reflects the depositionalenvironment of those beds and the geologic history of a region. A stratigraphic sequence is a chronologic succession of sedimentary rocks fromolder below to younger above without interruption.,0.0,0.05
HEAT ADVISORY: An advisory to alert the public to when daytime heat indices of 105 degrees For above for two or more consecutive days are expected.,0.1,0.2666666666666667
STRATIGRAPHIC SEQUENCE: A set of deposited sedimentary beds that reflects the depositionalenvironment of those beds and the geologic history of a region.,0.0,0.0
"TREE RINGS: Pertaining to the measurement and analysis of ancient tree rings to determine environmental conditions during that tree's lifetime and extrapolate that to climatic conditions. The study of tree rings related topast climate conditions is called dendroclimatology. Variations in tree ring widths from year to year are recognized as an important source of chronological and climatic information. The width of a tree ring is a function of many variables including tree species, age, availability of stored food within the tree, soil nutrients, and climatic factors such as precipitation, sunshine temperature, winds and humidity.",0.18,0.48
"TREE RINGS: Pertaining to the measurement and analysis of ancient tree rings todetermine environmental conditions during that tree's lifetime andextrapolate that to climatic conditions. The study of tree rings related topast climate conditions is called dendroclimatology. Variations in tree ringwidths from year to year are recognized as an important source of chronologicaland climatic information. The width of a tree ring is a function of manyvariables including tree species, age, availability of stored food within thetree, soil nutrients, and climatic factors such as precipitation, sunshinetemperature, winds and humidity.",0.13333333333333333,0.6333333333333333
VEGETATION COVER: Vegetation Cover is the percent of vegetation in an area.,0.0,0.0
"BARRIER ISLANDS: A coastal landform and a type of barrier system, are relatively narrow strips of sand that parallel the mainland coast. They usually occur in chains, consisting of anything from a few islands to more than a dozen.",-0.030000000000000006,0.25
"PHOTOLYSIS RATES: The destruction of a molecule by electromagnetic radiation, which provides",0.0,0.0
the energy required for a constituent atom to break the chemical bonds,0.0,0.0
between it and the other atoms comprising the molecule. [Environmental,-0.125,0.375
Science and Technology; v.28; p.1300; 1994.][Review of Scientific,0.0,0.0
Instruments; v.59; p.1307; 1988.],0.0,0.0
STRATIGRAPHIC SEQUENCE: A chronological succession of sedimentary rocks.,0.0,0.0
"SPECIES MIGRATION: Migration is the relatively long-distance movement of individuals, usually on a seasonal basis. It is a ubiquitous phenomenon, found in all major animal groups, including birds, mammals, fish, reptiles, amphibians, insects, and crustaceans. The trigger for the migration may be local climate, local availability of food, the season of the year or for mating reasons.",-0.0375,0.15
HURRICANES (N. ATLANTIC/E. PACIFIC): null,0.0,0.0
CHAIN DEFINITION SERVICES: Services to define a service chain and enable it to be executed by the workflow enactment service; may also provide a chain validation service. This is also known as Web Service Chaining.,0.0,0.0
"X-RAY: X-Ray (Or x-radiation, Rntgen ray) is electromagnetic radiation withwavelengths shorter than that of ultraviolet radiation and greater than that ofgamma radiation. <P>",0.5,0.5
"Discovered accidentally by Rntgen in 1895. The primary mechanism for theproduction of x- rays is deceleration of a rapidly moving charge uponinteraction with matter (bremsstrahlung). The x-ray spectrum from an x-ray tubeconsists of this continuous spectrum on which are superimposed narrow bands(characteristic radiation) that are a consequence of transitions betweenelectronic energy levels of atoms. No sharp boundary exists between x- andultraviolet radiation nor between x- and gamma radiation, although the latterterm is usually restricted to radiation resulting from transitions betweennuclear energy levels.",0.0031250000000000028,0.475
PHOTOCHEMISTRY: The study of the chemical and physical changes occurring when a molecule or atom absorbs light.,0.2,0.4214285714285714
"GROWTH STAGE: Growth Stage is defined as the phenological growth stage and is measured on the BBCH (Biologische Bundesanstalt, Bundessortenamt and Chemical industry) Scale.",0.0,0.0
PLANT PHENOLOGY: The science that treats the periodic biological phenomena with relation to,0.0,0.0
"climate, especially seasonal changes.",0.0,1.0
Phenological events are stages of plant growth. From a climatological,0.0,0.0
"viewpoint, these phenomena serve as bases for the interpretation of progress inlocal seasons and the climatic zones, and are considered to integrate the",0.0,0.0
effects of a number of bioclimatic factors on rate of plant development.,0.0,0.0
"Phenology may be considered a branch of the science of bioclimatics, the",0.0,0.0
sequence of plant or crop development stages through its life cycle. Growth,0.0,0.0
stages may be defined by stage of physiological development such as,0.0,0.5
"germination, first true leaf, flowering, maturity, etc., and/or by physical",0.19999999999999998,0.3753968253968254
"stage such as planting, emergence, harvest, etc.",0.0,0.5
HURRICANES (N. ATLANTIC/E. PACIFIC): null,0.0,0.0
STRATIGRAPHIC SEQUENCE: A set of deposited sedimentary beds that reflects the depositional environment of those beds and the geologic history of a region. A stratigraphic sequence is a chronologic succession of sedimentary rocks from older below to younger above without interruption.,0.05555555555555555,0.14444444444444446
CYCLONES (SW INDIAN): null,0.0,0.0
"MOBILE GEOGRAPHIC INFORMATION SYSTEMS: Mobile Geographic Information Systems are defined as GIS applications that have moved from the office into the field. A mobile GIS enables field-based personnel to capture, store, update, manipulate, analyze, and display geographic information. Mobile GIS integrates one or more of the following technologies: (1) Mobile devices, (2) Global positioning system, and (3) Wireless communications for Internet GIS access.",-0.0625,0.4
WIND SPEED TENDENCY: The character and amount of atmospheric wind speed change for a three-hour or other specified period ending at the time of observation.,-0.0625,0.1875
"FROZEN GROUND: Soil within which the moisture has predominantly changed to ice, the unfrozen portion being in vapor phase. Ice within the soil bonds adjacent soil particles and renders frozen ground very hard. Permanently frozen ground is called permafrost. Dry frozen ground is relatively loose and crumbly because of the lack of bondingice. Frozen ground is sometimes in-advisedly called frost or ground frost.",-0.17425213675213677,0.524465811965812
"COASTAL PROCESSES: Coastal processes refers to the action of natural forces (e.g. erosion, deposition, tectonic uplift) on the shoreline, and the nearshore seabed.  Some examples of landforms resulting from these processes are wave-cut cliffs, beaches, and wave-cut benches.",0.1,0.25
"STORM RELATIVE WINDS: (Winds) measured relative to a moving thunderstorm, usually referring to winds, wind shear, or helicity.",-0.25,0.3125
MACROFOSSILS: Macrofossils are fossils large enough to be studied without the aid of a microscope. Macrofossils can indicate the range of plant or animal species in the past.,-0.01190476190476191,0.39285714285714285
VOLCANIC ACTIVITY: Describes characteristics of volcanoes: a mountain formed by the accumulation of magma extruded through openings or volcanic vents.,0.0,0.0
"POLYNYAS: Any non-linear shaped opening enclosed by ice. May contain brash ice and/orbe covered with new ice, nilas or young ice; sub-mariners refer to theseas skylights. Polynyas are important in the study of the energy budget ofthe polar ocean and local and regional climatology.",0.05883838383838385,0.5007575757575757
"ENTRAINMENT: The process by which surface sediment is incorporated into a fluid flow (such as air, water or even ice ) as part of the operation of erosion.",0.0,0.3
"DROUGHT SEVERITY: Drought severity is a relative term that broadly refers to how intense a drought is considered to be. Drought severity can be measured through any number of physical indicators, such as rainfall or stream flow, but it can also be assessed through impacts to other interdependent systems given that drought affects water supply,agriculture, wildfire, and more. Drought frequency, duration, and severity are often used together as a means to describe and evaluate drought conditions in a given area (i.e., how often an area is affected by drought, how long is it affected, and how severely it is affected).",0.07343749999999999,0.40379464285714284
GAS/AEROSOL COMPOSITION: The matter and/or chemicals which constitutes gas/aerosol.,0.0,0.0
ICE MOTION: Defined as the horizontal displacement of ice over an area.,0.0,0.0
MAGMA COMPOSITION/TEXTURE: The composition and texture of molten rock in the earth's crust.,0.0,0.0
"GEOGRAPHIC DATA EXTRACTION SERVICES: Services that allow a user to extract and edit feature data, interacting withimages and feature data.",0.0,0.0
"ICE SHEET MEASUREMENTS: Scientists have adopted three general approaches to ice sheet mass balance measurement: comparing outflow and melt to snowfall accumulation (the mass budget method), observing changes in glacier elevation (volume change or geodetic method), and detecting changes in the Earth’s gravity field over the ice sheet (gravimetric method).",0.05000000000000002,0.5
SEVERE TROPICAL CYCLONES (SW PACIFIC/SE INDIAN): null,0.0,0.0
"DROUGHT SEVERITY: Drought severity is a relative term that broadly refers to how intense a drought is considered to be. Drought severity can be measured through any number of physical indicators, such as rainfall or streamflow, but it can also be assessed through impacts to other interdependent systems given that drought affects water supply,agriculture, wildfire, and more. Drought frequency, duration, and severity are often used together as a means to describe and evaluate drought conditions in a given area (i.e., how often an area is affected bydrought, how long is it affected, and how severely it is affected).",0.07343749999999999,0.40379464285714284
"WEB SERVICES: A standardized way of integrating Web-based applications using the XML, SOAP, WSDL and UDDI open standards over an Internet protocol backbone. XML is used to tag the data, SOAP is used to transfer the data, WSDL is used for describing the services available and UDDI is used for listing what services are available. Used primarily as a means for businesses to communicate with each other and with clients, Web services allow organizations to communicate data without intimate knowledge of each other's IT systems behind the firewall.",0.09375000000000001,0.48124999999999996
STRATIGRAPHIC SEQUENCE: A chronological succession of sedimentary rocks from older to younger above; essentially without interruption.,0.03333333333333333,0.14666666666666667
